sample_ID,site,timestamp,pCH4_uatm,CH4_uM,CH4_notes,pCO2_uatm,CO2_uM,CO2_notes,pN2O_uatm,N2O_uM,N2O_notes
BLDE.SS.20190604,BLDE,6/4/2019 15:51,13.06,0.036,,782,56.9,,0.32,0.018,
BLDE.SS.20190610,BLDE,6/10/2019 16:59,5.2,0.015,,612,45.6,,0.305,0.018,
BLDE.SS.20190613,BLDE,6/13/2019 16:25,8.16,0.021,,580,38.6,,0.276,0.014,
BLDE.SS.20190617,BLDE,6/17/2019 17:30,19.78,0.051,,891,60.2,,1.077,0.056,
BLDE.SS.20190620,BLDE,6/20/2019 18:30,19.23,0.052,,551,39.5,,0.453,0.025,
BLDE.SS.20190625,BLDE,6/25/2019 17:46,19.49,0.051,,592,40.8,,0.47,0.025,
BLDE.SS.20190702,BLDE,7/2/2019 18:25,21.79,0.056,,424,28,,0.459,0.023,
BLDE.SS.20190708,BLDE,7/8/2019 15:42,25.28,0.062,,713,44.5,,0.388,0.019,
BLDE.SS.20190715,BLDE,7/15/2019 19:01,34.32,0.076,,859,47.3,,0.467,0.019,
BLDE.SS.20190812,BLDE,8/12/2019 18:39,34.01,0.08,,600,35.9,,0.885,0.04,
BLDE.SS.20190904,BLDE,9/4/2019 18:40,18.51,0.042,,519,29.9,,0.577,0.025,
BLDE.SS.20190916,BLDE,9/16/2019 17:05,15.02,0.039,,459,31,,0.299,0.016,
BLDE.SS.20191001,BLDE,10/1/2019 19:30,17.3,0.05,,410,32,,0.276,0.017,
BLDE.SS.20191107,BLDE,11/7/2019 17:14,12.25,0.038,,1014,87.4,,0.214,0.015,
BLDE.SS.20191112,BLDE,11/12/2019 18:13,8.82,0.028,,510,44.2,,0.216,0.015,
BLDE.SS.20191203,BLDE,12/3/2019 18:45,8.32,0.026,,420,36.4,,0.559,0.039,
BLDE.SS.20200107,BLDE,1/7/2020 17:21,2.38,0.008,,387,33.6,,0.209,0.014,
BLDE.SS.20200204,BLDE,2/4/2020 18:00,2.64,0.008,,529,46.1,,0.235,0.016,
BLDE.SS.20200303,BLDE,3/3/2020 17:15,6.38,0.02,,289,25.2,,0.228,0.016,
BLDE.SS.20200318,BLDE,3/18/2020 16:50,2.16,0.007,,225,19.7,,0.228,0.016,
BLDE.SS.20200623,BLDE,6/23/2020 16:42,17.73,0.043,,530,32.9,,0.106,0.005,
BLDE.SS.20200629,BLDE,6/29/2020 16:59,22.4,0.06,,322,22.4,,0.399,0.022,
BLDE.SS.20200706,BLDE,7/6/2020 15:33,29.78,0.075,,497,32.3,,0.545,0.027,
BLDE.SS.20200713,BLDE,7/13/2020 16:42,36.65,0.085,,470,27.6,,0.708,0.032,
BLDE.SS.20200811,BLDE,8/11/2020 15:38,23.98,0.058,,772,47.7,,0.457,0.022,
BLDE.SS.20200825,BLDE,8/25/2020 14:17,21.19,0.051,,642,39.8,,0.461,0.022,
BLDE.SS.20200901,BLDE,9/1/2020 15:10,18.71,0.05,,648,45.6,,0.769,0.042,
BLUE.RE.20181023,BLUE,10/23/2018 17:52,121.64,0.215,,4053,178.4,,0.731,0.024,
BLUE.RE.20200206,BLUE,2/6/2020 16:51,90.16,0.199,,1857,107.6,,0.32,0.014,
BLUE.RE.20200211,BLUE,2/11/2020 17:01,90.34,0.183,,2124,111,,0.346,0.014,
BLUE.RE.20200317,BLUE,3/17/2020 17:30,148.99,0.275,,5541,256.9,,0.785,0.028,
BLUE.SS.20170131,BLUE,1/31/2017 11:15,165.35,0.315,,2587,124.3,,0.882,0.032,
BLUE.SS.20170206,BLUE,2/6/2017 11:59,224.56,0.413,,3732,171.6,,0.685,0.024,
BLUE.SS.20170214,BLUE,2/14/2017 12:22,237.66,0.467,,2411,120.7,,0.555,0.021,
BLUE.SS.20170309,BLUE,3/9/2017 9:47,243.1,0.434,,3471,154.3,,0.74,0.025,
BLUE.SS.20170328,BLUE,3/28/2017 12:40,344.64,0.592,,3275,138.1,,0.542,0.017,
BLUE.SS.20170403,BLUE,4/3/2017 11:13,415.5,0.724,,3591,154,,0.534,0.017,
BLUE.SS.20170411,BLUE,4/11/2017 11:45,673.68,1.137,,3393,140.5,,0.662,0.02,
BLUE.SS.20170502,BLUE,5/2/2017 12:45,365.07,0.605,,4038,163,,0.958,0.029,
BLUE.SS.20170503,BLUE,5/3/2017 15:19,407.37,0.667,,3200,127.2,,0.879,0.026,
BLUE.SS.20170511,BLUE,5/11/2017 11:12,552.77,0.893,,4426,172.8,,0.888,0.026,
BLUE.SS.20170522,BLUE,5/22/2017 12:00,225.37,0.365,,5640,221.1,,1.267,0.037,
BLUE.SS.20170531,BLUE,5/31/2017 9:40,174.14,0.283,,4883,192.8,,1.15,0.034,
BLUE.SS.20170613,BLUE,6/13/2017 20:39,203.97,0.3,,4495,155.8,,1.371,0.035,
BLUE.SS.20170619,BLUE,6/19/2017 21:05,196.88,0.309,,4426,166.7,,1.251,0.035,
BLUE.SS.20170627,BLUE,6/27/2017 18:45,195.85,0.299,,5892,214.8,,1.469,0.039,
BLUE.SS.20170725,BLUE,7/25/2017 12:55,249.07,0.382,,6124,224.4,,1.995,0.054,
BLUE.SS.20170731,BLUE,7/31/2017 16:03,220.05,0.341,,5489,204.1,,1.863,0.051,
BLUE.SS.20170815,BLUE,8/15/2017 15:52,263.12,0.408,,5475,202.8,,2.082,0.057,
BLUE.SS.20170816,BLUE,8/16/2017 16:31,245.84,0.378,,5926,217.4,,1.525,0.041,
BLUE.SS.20170912,BLUE,9/12/2017 16:44,194.08,0.318,,4552,181.2,,0.921,0.027,
BLUE.SS.20171010,BLUE,10/10/2017 16:45,153.34,0.257,,3194,130.8,,1.078,0.033,
BLUE.SS.20171011,BLUE,10/11/2017 16:00,144.87,0.254,,3026,131.3,,1.341,0.044,
BLUE.SS.20171120,BLUE,11/20/2017 17:43,125.88,0.241,,2955,143.1,,0.516,0.019,
BLUE.SS.20171121,BLUE,11/21/2017 20:36,120.94,0.224,,2962,137.4,,0.758,0.027,
BLUE.SS.20171212,BLUE,12/12/2017 16:42,70.12,0.139,,2208,112.7,,0.447,0.017,
BLUE.SS.20171214,BLUE,12/14/2017 16:27,82.81,0.166,,2437,125.3,,0.814,0.032,
BLUE.SS.20180109,BLUE,1/9/2018 16:45,54.16,0.109,,1922,99.1,,0.439,0.017,
BLUE.SS.20180207,BLUE,2/7/2018 18:18,63.05,0.132,,1653,90,,0.455,0.019,
BLUE.SS.20180213,BLUE,2/13/2018 17:46,92.4,0.185,,1825,94,,0.48,0.019,
BLUE.SS.20180308,BLUE,3/8/2018 17:43,135.45,0.256,,2851,136,,0.611,0.022,
BLUE.SS.20180313,BLUE,3/13/2018 14:35,142.93,0.272,,2332,112.3,,0.44,0.016,
BLUE.SS.20180402,BLUE,4/2/2018 17:11,177.77,0.333,,2619,124.5,,0.56,0.02,
BLUE.SS.20180417,BLUE,4/17/2018 18:28,228.52,0.388,,2807,116.8,,0.747,0.023,
BLUE.SS.20180502,BLUE,5/2/2018 15:30,331.23,0.546,,4355,174.8,,0.723,0.022,
BLUE.SS.20180508,BLUE,5/8/2018 16:05,279.19,0.455,,4722,186.8,,0.944,0.028,
BLUE.SS.20180509,BLUE,5/9/2018 15:43,254.99,0.415,,3745,147.9,,0.716,0.021,
BLUE.SS.20180521,BLUE,5/21/2018 17:10,277.02,0.441,,3645,140,,0.484,0.014,
BLUE.SS.20180529,BLUE,5/29/2018 16:19,301.05,0.472,,4676,175.8,,1.272,0.035,
BLUE.SS.20180612,BLUE,6/12/2018 16:35,395.2,0.613,,5023,186.6,,0.389,0.011,
BLUE.SS.20180619,BLUE,6/19/2018 17:15,381.53,0.586,,4651,170.8,,0.764,0.021,
BLUE.SS.20180627,BLUE,6/27/2018 16:05,453.74,0.674,,5819,204.8,,1.816,0.047,
BLUE.SS.20180710,BLUE,7/10/2018 15:43,388.6,0.58,,6272,222.3,,1.289,0.033,
BLUE.SS.20180717,BLUE,7/17/2018 15:31,400.09,0.593,,5997,210.6,,0.932,0.024,
BLUE.SS.20180816,BLUE,8/16/2018 15:49,387.34,0.582,,5443,194.3,,1.148,0.03,
BLUE.SS.20180828,BLUE,8/28/2018 15:22,320.31,0.482,,6099,218.1,,1.062,0.028,
BLUE.SS.20180911,BLUE,9/11/2018 15:58,328.94,0.526,,4779,184.6,,3.18,0.091,
BLUE.SS.20181119,BLUE,11/19/2018 17:33,119.31,0.232,,3084,153.1,,1.4,0.053,
BLUE.SS.20181120,BLUE,11/20/2018 16:36,117.3,0.229,,3786,188.3,,0.703,0.027,
BLUE.SS.20181211,BLUE,12/11/2018 18:05,127.11,0.257,,3664,190.9,,0.459,0.018,
BLUE.SS.20181213,BLUE,12/13/2018 17:30,156.81,0.296,,4936,234.8,,1.483,0.053,
BLUE.SS.20190129,BLUE,1/29/2019 19:03,109.3,0.222,,2304,120.9,,0.727,0.029,
BLUE.SS.20190213,BLUE,2/13/2019 17:27,111.57,0.223,,2853,146.5,,0.66,0.026,
BLUE.SS.20190219,BLUE,2/19/2019 17:57,108.22,0.223,,2935,156.2,,0.479,0.02,
BLUE.SS.20190319,BLUE,3/19/2019 17:15,179.23,0.33,,3079,142.3,,0.467,0.016,
BLUE.SS.20190321,BLUE,3/21/2019 17:52,186.02,0.336,,2873,129.6,,0.531,0.018,
BLUE.SS.20190404,BLUE,4/4/2019 18:11,200.44,0.357,,3522,156.1,,0.766,0.026,
BLUE.SS.20190409,BLUE,4/9/2019 20:04,230.56,0.378,,3787,150.5,,1.205,0.035,
BLUE.SS.20190507,BLUE,5/7/2019 17:00,206.86,0.346,,5376,219.2,,1.008,0.031,
BLUE.SS.20190513,BLUE,5/13/2019 16:45,113.2,0.196,,3271,139.3,,0.689,0.022,
BLUE.SS.20190515,BLUE,5/15/2019 17:40,209.54,0.344,,4638,184.9,,0.951,0.028,
BLUE.SS.20190529,BLUE,5/29/2019 16:30,204.72,0.334,,3397,134.3,,0.515,0.015,
BLUE.SS.20190530,BLUE,5/30/2019 17:57,208.7,0.336,,3803,147.9,,0.632,0.018,
BLUE.SS.20190611,BLUE,6/11/2019 15:59,234.12,0.39,,3804,154.8,,0.573,0.017,
BLUE.SS.20190617,BLUE,6/17/2019 17:30,212.16,0.347,,3756,148.8,,0.635,0.019,
BLUE.SS.20190627,BLUE,6/27/2019 18:51,299.92,0.449,,5270,187.2,,0.884,0.023,
BLUE.SS.20190709,BLUE,7/9/2019 16:32,259.46,0.4,,4935,181.9,,0.968,0.026,
BLUE.SS.20190716,BLUE,7/16/2019 17:22,266.62,0.406,,6060,219.5,,1.157,0.031,
BLUE.SS.20190813,BLUE,8/13/2019 16:47,360.1,0.536,,7161,252.5,,1.033,0.027,
BLUE.SS.20190815,BLUE,8/15/2019 19:26,330.97,0.481,,7003,239.7,,1.005,0.025,
BLUE.SS.20190924,BLUE,9/24/2019 17:30,322.54,0.506,,5707,214.7,,1.035,0.029,
BLUE.SS.20191008,BLUE,10/8/2019 18:30,308.62,0.52,,5306,219,,0.997,0.031,
BLUE.SS.20191014,BLUE,10/14/2019 16:16,263.92,0.465,,4641,202.6,,1.168,0.038,
BLUE.SS.20191112,BLUE,11/12/2019 17:35,156.03,0.313,,3132,161.6,,0.842,0.033,
BLUE.SS.20191114,BLUE,11/14/2019 19:25,153.6,0.302,,3878,195,,0.657,0.025,
BLUE.SS.20191210,BLUE,12/10/2019 17:43,166.42,0.326,,2726,136.1,,0.502,0.019,
BLUE.SS.20191216,BLUE,12/16/2019 16:32,146.16,0.295,,3036,157.1,,0.85,0.034,
BLUE.SS.20200121,BLUE,1/21/2020 20:21,108,0.218,,4270,222,,0.626,0.025,
BLUE.SS.20200305,BLUE,3/5/2020 19:41,120.69,0.218,,2811,126.8,,0.865,0.029,
BLWA.C0.20161213,BLWA,12/13/2016 17:40,65.11,0.116,,1344,59.7,,1.028,0.034,
BLWA.C0.20170112,BLWA,1/12/2017 18:16,57.68,0.108,,856,40.6,,1.013,0.037,
BLWA.C0.20170124,BLWA,1/24/2017 19:10,79.58,0.141,,2234,98.9,,1.154,0.038,
BLWA.C0.20170201,BLWA,2/1/2017 18:30,54.5,0.1,,1631,75.7,,0.884,0.031,
BLWA.C0.20170215,BLWA,2/15/2017 18:33,87.42,0.158,,1943,88,,0.985,0.034,
BLWA.C0.20170301,BLWA,3/1/2017 16:35,79.15,0.136,,628,26.7,,1.113,0.036,
BLWA.C0.20170307,BLWA,3/7/2017 19:01,114.11,0.194,,611,25.7,,1.028,0.032,
BLWA.C0.20170322,BLWA,3/22/2017 17:11,232.46,0.404,,1177,51,,0.726,0.024,
BLWA.C0.20170411,BLWA,4/11/2017 17:27,148.71,0.237,,3944,153.2,,0.916,0.026,
BLWA.C0.20170420,BLWA,4/20/2017 18:20,166.58,0.243,,2261,78.4,,1.058,0.027,
BLWA.C0.20170424,BLWA,4/24/2017 18:27,272.17,0.403,,2995,105.7,,1.962,0.051,
BLWA.C0.20170427,BLWA,4/27/2017 12:36,218.71,0.318,,2843,97.8,,1.136,0.029,
BLWA.C0.20170502,BLWA,5/2/2017 13:17,278.84,0.404,,2334,80.3,,1.892,0.048,
BLWA.C0.20170516,BLWA,5/16/2017 12:38,126.05,0.175,,731,23.8,,1.11,0.026,
BLWA.C0.20170523,BLWA,5/23/2017 13:30,260.18,0.364,,1926,63.2,,1.285,0.031,
BLWA.C0.20170613,BLWA,6/13/2017 18:03,229.9,0.297,,567,16.9,,2.217,0.047,
BLWA.C0.20170706,BLWA,7/6/2017 20:18,165.35,0.222,,3911,122.2,,1.157,0.026,
BLWA.C0.20170711,BLWA,7/11/2017 16:50,245.06,0.328,,3430,106.7,,0.859,0.019,
BLWA.C0.20170719,BLWA,7/19/2017 15:46,248.95,0.313,,7066,203.4,,2.285,0.047,
BLWA.C0.20170801,BLWA,8/1/2017 15:06,401.45,0.492,,2811,78.2,,1.321,0.026,
BLWA.C0.20170815,BLWA,8/15/2017 20:10,78.32,0.101,,1616,48.1,,0.787,0.017,
BLWA.C0.20171025,BLWA,10/25/2017 19:45,34.77,0.052,,2000,70.7,,0.645,0.017,
BLWA.C0.20171102,BLWA,11/2/2017 7:24,25.65,0.04,,1351,51.6,,0.457,0.013,
BLWA.C0.20171121,BLWA,11/21/2017 21:29,18.04,0.03,,2656,108.4,,1.18,0.036,
BLWA.C0.20171205,BLWA,12/5/2017 20:00,47.56,0.082,,1604,68.7,,0.601,0.019,
BLWA.C0.20171213,BLWA,12/13/2017 20:50,56.23,0.106,,1369,65.2,,0.462,0.017,
BLWA.C0.20180109,BLWA,1/9/2018 21:00,42.6,0.089,,1522,82.5,,0.863,0.036,
BLWA.C0.20180124,BLWA,1/24/2018 18:31,40.27,0.081,,2060,108.2,,0.857,0.035,
BLWA.C0.20180131,BLWA,1/31/2018 19:05,99.26,0.196,,1592,80.9,,1.073,0.042,
BLWA.C0.20180215,BLWA,2/15/2018 20:37,31.98,0.061,,3229,157.6,,0.963,0.036,
BLWA.C0.20180222,BLWA,2/22/2018 21:10,49.37,0.086,,3101,135.4,,1.333,0.044,
BLWA.C0.20180305,BLWA,3/5/2018 15:10,68.03,0.118,,2619,112.6,,1.079,0.035,
BLWA.C0.20180308,BLWA,3/8/2018 16:40,69.28,0.119,,1723,73.4,,0.797,0.026,
BLWA.C0.20180322,BLWA,3/22/2018 14:40,29.15,0.051,,1885,82.2,,0.669,0.022,
BLWA.C0.20180327,BLWA,3/27/2018 19:23,124.98,0.215,,1489,63.6,,0.676,0.022,
BLWA.C0.20180410,BLWA,4/10/2018 19:56,161.33,0.269,,1383,56.9,,0.775,0.024,
BLWA.C0.20180412,BLWA,4/12/2018 19:40,222.5,0.37,,1502,61.3,,1.295,0.04,
BLWA.C0.20180417,BLWA,4/17/2018 18:59,460.09,0.775,,3325,138.2,,0.18,0.006,
BLWA.C0.20180502,BLWA,5/2/2018 15:30,184.08,0.295,,3389,132.8,,2.114,0.062,
BLWA.C0.20180530,BLWA,5/30/2018 17:04,177.06,0.241,,2140,67.9,,2.071,0.047,
BLWA.C0.20180618,BLWA,6/18/2018 16:05,374.16,0.477,,1706,49.9,,1.356,0.028,
BLWA.C0.20180709,BLWA,7/9/2018 17:04,299.52,0.372,,2645,74.7,,2.731,0.055,
BLWA.C0.20180724,BLWA,7/24/2018 20:55,212,0.262,,1416,39.7,,1.423,0.028,
BLWA.C0.20180821,BLWA,8/21/2018 19:00,22.61,0.028,,1287,36.2,,1.301,0.026,
BLWA.C0.20180910,BLWA,9/10/2018 18:45,125.33,0.159,,566,16.5,,0.001,0,BDL
BLWA.C0.20180918,BLWA,9/18/2018 18:30,188.61,0.232,,1942,54.1,,0.821,0.016,
BLWA.C0.20181016,BLWA,10/16/2018 18:05,135.54,0.179,,2544,77.9,,2.505,0.055,
BLWA.C0.20181106,BLWA,11/6/2018 18:45,103.25,0.157,,1914,69.7,,0.793,0.021,
BLWA.C0.20181119,BLWA,11/19/2018 20:00,49.76,0.086,,1673,72.2,,0.506,0.016,
BLWA.C0.20181212,BLWA,12/12/2018 17:20,124.32,0.244,,1426,72.1,,0.509,0.02,
BLWA.C0.20181220,BLWA,12/20/2018 17:33,74.67,0.149,,1419,73,,0.433,0.017,
BLWA.C0.20190115,BLWA,1/15/2019 16:15,50.81,0.096,,1130,54.7,,0.376,0.014,
BLWA.C0.20190121,BLWA,1/21/2019 16:00,43.58,0.084,,1076,53.2,,0.357,0.014,
BLWA.C0.20190128,BLWA,1/28/2019 16:00,84.52,0.17,,1620,84.2,,0.612,0.024,
BLWA.C0.20190214,BLWA,2/14/2019 15:38,35.63,0.067,,1333,63.5,,0.63,0.023,
BLWA.C0.20190218,BLWA,2/18/2019 16:00,45.53,0.086,,1044,50.3,,0.569,0.021,
BLWA.C0.20190313,BLWA,3/13/2019 15:00,96.61,0.177,,1711,78.9,,0.684,0.024,
BLWA.C0.20190319,BLWA,3/19/2019 15:15,96.6,0.174,,1343,61,,0.511,0.018,
BLWA.C0.20190321,BLWA,3/21/2019 15:00,126.25,0.228,,1611,73,,0.646,0.022,
BLWA.C0.20190403,BLWA,4/3/2019 19:10,97.74,0.159,,1406,55.9,,0.657,0.019,
BLWA.C0.20190411,BLWA,4/11/2019 15:00,84.74,0.138,,2212,87.8,,0.782,0.023,
BLWA.C0.20190416,BLWA,4/16/2019 14:51,102.99,0.168,,1314,52.7,,0.4,0.012,
BLWA.C0.20190502,BLWA,5/2/2019 15:18,150.54,0.224,,1744,61.9,,0.837,0.022,
BLWA.C0.20190514,BLWA,5/14/2019 14:50,106.3,0.16,,2418,87.1,,0.721,0.019,
BLWA.C0.20190529,BLWA,5/29/2019 14:30,428.9,0.551,,1331,39.3,,0.984,0.021,
BLWA.C0.20190613,BLWA,6/13/2019 15:48,212.08,0.273,,1981,58.7,,1.064,0.023,
BLWA.C0.20190617,BLWA,6/17/2019 14:10,292.73,0.372,,2584,75.2,,1.134,0.024,
BLWA.C0.20190710,BLWA,7/10/2019 14:36,330.81,0.397,,4219,114,,0.91,0.017,
BLWA.C0.20190716,BLWA,7/16/2019 15:43,195.12,0.239,,4346,120.6,,2.499,0.049,
BLWA.C0.20190820,BLWA,8/20/2019 15:00,166.66,0.2,,1805,48.9,,1.672,0.032,
BLWA.C0.20190911,BLWA,9/11/2019 15:00,113.63,0.138,,3311,91.5,,1.568,0.031,
BLWA.C0.20190917,BLWA,9/17/2019 14:18,178.49,0.22,,1811,50.8,,0.732,0.015,
BLWA.C0.20191016,BLWA,10/16/2019 15:05,116.04,0.157,,2660,83.5,,1.188,0.027,
BLWA.C0.20191112,BLWA,11/12/2019 15:36,42.15,0.07,,1576,64.7,,0.774,0.024,
BLWA.C0.20191120,BLWA,11/20/2019 17:08,74.15,0.132,,1936,86,,0.806,0.027,
BLWA.C0.20191211,BLWA,12/11/2019 16:24,21.17,0.038,,1264,57.8,,0.589,0.02,
BLWA.C0.20191217,BLWA,12/17/2019 17:15,68.84,0.128,,1395,65.6,,0.526,0.019,
BLWA.C0.20200120,BLWA,1/20/2020 17:22,83.29,0.153,,1446,67.2,,0.243,0.009,
BLWA.C0.20200128,BLWA,1/28/2020 16:43,70.79,0.134,,1270,61.4,,0.361,0.013,
BLWA.C0.20200302,BLWA,3/2/2020 16:50,111.08,0.212,,1605,78.3,,0.564,0.021,
BLWA.C0.20200303,BLWA,3/3/2020 21:24,89.9,0.17,,1396,67.3,,0.427,0.016,
BLWA.C0.20200312,BLWA,3/12/2020 14:47,111.22,0.2,,2099,94.4,,0.644,0.022,
BLWA.C0.20200316,BLWA,3/16/2020 15:27,96.6,0.166,,1765,75.5,,0.296,0.01,
BLWA.C0.20200318,BLWA,3/18/2020 15:21,92.64,0.16,,1851,79.2,,0.669,0.022,
BLWA.C0.20200709,BLWA,7/9/2020 17:27,115.22,0.147,,1955,57.4,,0.975,0.021,
BLWA.C0.20200721,BLWA,7/21/2020 15:55,263.25,0.313,,1978,52.9,,1.259,0.024,
BLWA.C0.20200730,BLWA,7/30/2020 17:14,281.59,0.337,,1799,48.6,,0.825,0.016,
BLWA.C0.20200826,BLWA,8/26/2020 14:50,85.3,0.107,,2590,74.5,,0.493,0.01,
BLWA.C0.20200910,BLWA,9/10/2020 14:45,68.2,0.086,,1466,42.5,,0.754,0.016,
BLWA.C0.20200915,BLWA,9/15/2020 15:50,89.13,0.112,,1914,55,,1.021,0.021,
BLWA.C1.20170914,BLWA,9/14/2017 20:26,144.37,0.197,,411,13.1,,1.143,0.026,
BLWA.C1.20180515,BLWA,5/15/2018 19:28,468.24,0.632,,901,28.3,,0.561,0.013,
BLWA.C2.20170914,BLWA,9/14/2017 20:08,163.15,0.223,,3490,111,,2.163,0.05,
BLWA.C2.20180515,BLWA,5/15/2018 20:00,412.76,0.585,,1904,63.5,,0.742,0.018,
CARI.RE.20180424,CARI,4/24/2018 20:04,18.89,0.05,,1409,101.6,,0.964,0.055,
CARI.RE.20190122,CARI,1/22/2019 20:07,38.17,0.1,,1478,106.6,,0.603,0.035,
CARI.SS.20160908,CARI,9/8/2016 20:40,114.86,0.287,,592,40.2,,0.537,0.029,
CARI.SS.20161011,CARI,10/11/2016 19:44,96.62,0.254,,902,65,,0.52,0.03,
CARI.SS.20170508,CARI,5/8/2017 11:53,18.11,0.047,,890,62.7,,0.25,0.014,
CARI.SS.20170516,CARI,5/16/2017 12:48,22.61,0.055,,797,52.2,,0.278,0.014,
CARI.SS.20170521,CARI,5/21/2017 21:39,18.38,0.043,,150,9.5,,0.318,0.016,
CARI.SS.20170531,CARI,5/31/2017 12:31,22.78,0.055,,534,34.6,,0.247,0.013,
CARI.SS.20170606,CARI,6/6/2017 18:59,20.34,0.048,,637,40,,0.359,0.018,
CARI.SS.20170613,CARI,6/13/2017 19:07,30.64,0.075,,620,40.8,,0.214,0.011,
CARI.SS.20170620,CARI,6/20/2017 19:55,26.16,0.062,,713,45.4,,0.271,0.014,
CARI.SS.20170704,CARI,7/4/2017 22:44,36.76,0.088,,1056,68.3,,0.315,0.016,
CARI.SS.20170719,CARI,7/19/2017 23:59,28.97,0.063,,794,45.6,,0.299,0.013,
CARI.SS.20170807,CARI,8/7/2017 20:02,45.22,0.102,,757,45.2,,0.436,0.02,
CARI.SS.20170815,CARI,8/15/2017 18:54,40.92,0.096,,694,43.7,,0.38,0.019,
CARI.SS.20170823,CARI,8/23/2017 18:55,56.6,0.136,,732,47,,0.392,0.02,
CARI.SS.20170906,CARI,9/6/2017 19:05,48.15,0.125,,674,47.1,,0.419,0.023,
CARI.SS.20170919,CARI,9/19/2017 19:15,45.14,0.11,,513,33.6,,0.472,0.024,
CARI.SS.20170925,CARI,9/25/2017 18:38,47.87,0.118,,617,41.1,,0.441,0.023,
CARI.SS.20171011,CARI,10/12/2017 1:00,30.87,0.078,,616,42.7,,0.349,0.019,
CARI.SS.20171017,CARI,10/17/2017 19:22,33.58,0.089,,468,34,,0.204,0.012,
CARI.SS.20180501,CARI,5/1/2018 18:37,30.71,0.081,,1128,81.6,,0.36,0.021,
CARI.SS.20180508,CARI,5/8/2018 18:38,23.01,0.06,,844,60.4,,0.612,0.035,
CARI.SS.20180516,CARI,5/16/2018 18:28,15.03,0.038,,796,55.5,,0.76,0.042,
CARI.SS.20180521,CARI,5/21/2018 18:56,21.17,0.054,,1884,131.9,,0.404,0.023,
CARI.SS.20180529,CARI,5/29/2018 19:03,23.06,0.057,,892,59.4,,0.578,0.03,
CARI.SS.20180613,CARI,6/13/2018 19:13,30.84,0.077,,674,45.4,,1.506,0.08,
CARI.SS.20180619,CARI,6/19/2018 19:06,35.2,0.083,,948,59.8,,0.632,0.031,
CARI.SS.20180626,CARI,6/26/2018 18:28,27.2,0.094,,615,56.5,,0.321,0.023,
CARI.SS.20180704,CARI,7/4/2018 19:00,53.99,0.126,,1163,72.4,,0.417,0.02,
CARI.SS.20180711,CARI,7/11/2018 19:15,57.13,0.134,,1153,72.2,,0.761,0.037,
CARI.SS.20180718,CARI,7/18/2018 18:35,58.79,0.14,,998,63.7,,0.413,0.021,
CARI.SS.20180725,CARI,7/25/2018 21:03,46.09,0.103,,853,50.2,,0.516,0.024,
CARI.SS.20180801,CARI,8/1/2018 18:57,50.27,0.114,,995,59.7,,0.478,0.022,
CARI.SS.20180808,CARI,8/8/2018 20:09,77.84,0.185,,1194,75.7,,0.36,0.018,
CARI.SS.20180815,CARI,8/15/2018 18:50,63.61,0.15,,1115,70.6,,0.295,0.015,
CARI.SS.20180822,CARI,8/22/2018 18:45,63.77,0.152,,1271,81,,0.499,0.025,
CARI.SS.20180905,CARI,9/5/2018 19:30,75.87,0.179,,1017,64.3,,0.31,0.015,
CARI.SS.20180912,CARI,9/12/2018 19:21,83.09,0.199,,1531,98.9,,0.414,0.021,
CARI.SS.20180919,CARI,9/19/2018 18:34,69.63,0.166,,981,62.8,,0.351,0.018,
CARI.SS.20180926,CARI,9/26/2018 19:39,64.31,0.155,,843,54.7,,0.33,0.017,
CARI.SS.20181003,CARI,10/3/2018 19:56,63.62,0.165,,581,41.2,,0.224,0.013,
CARI.SS.20181010,CARI,10/10/2018 20:10,70.27,0.187,,924,67.4,,0.22,0.013,
CARI.SS.20181017,CARI,10/17/2018 18:09,50.38,0.131,,678,48.1,,0.305,0.017,
CARI.SS.20181023,CARI,10/23/2018 18:57,55.29,0.147,,483,35.2,,0.244,0.014,
CARI.SS.20181107,CARI,11/7/2018 20:14,117.48,0.305,,1729,123.5,,0.644,0.037,
CARI.SS.20190312,CARI,3/12/2019 19:08,33,0.086,,1197,86.1,,0.168,0.01,
CARI.SS.20190326,CARI,3/26/2019 18:08,25.79,0.067,,1208,85.6,,0.201,0.011,
CARI.SS.20190409,CARI,4/9/2019 19:12,23.35,0.061,,844,60.7,,0.148,0.009,
CARI.SS.20190424,CARI,4/24/2019 18:55,25.82,0.067,,542,38.5,,0.197,0.011,
CARI.SS.20190501,CARI,5/1/2019 18:45,33.48,0.087,,486,34.5,,0.147,0.008,
CARI.SS.20190508,CARI,5/8/2019 19:50,22.79,0.058,,473,33.1,,0.127,0.007,
CARI.SS.20190515,CARI,5/15/2019 19:44,23.66,0.058,,483,32.2,,0.164,0.009,
CARI.SS.20190521,CARI,5/21/2019 22:40,29.16,0.071,,714,46.5,,0.213,0.011,
CARI.SS.20190529,CARI,5/29/2019 19:50,38.95,0.093,,827,53.2,,0.295,0.015,
CARI.SS.20190611,CARI,6/11/2019 17:58,38.97,0.092,,758,48,,0.262,0.013,
CARI.SS.20190619,CARI,6/19/2019 20:02,34.75,0.077,,982,57.7,,0.368,0.017,
CARI.SS.20190702,CARI,7/2/2019 18:49,46.04,0.106,,866,52.9,,0.326,0.016,
CARI.SS.20190710,CARI,7/10/2019 19:49,38.94,0.089,,1049,63.7,,0.354,0.017,
